Model;Scenario;Region;Damage quantile;SLR quantile;SLR adaptation;Target;Discounting;Variable;Unit;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2070;2080;2090;2100;2110;2130;2150
REMIND;experiment-1-1;World;50;50;without;rcp60;medium;GDP|PPP;billion US$2010/yr;63627.74951;74805.74832;92467.12799;113877.9829;135747.7903;157412.6801;179560.5082;201602.677;224210.3228;246436.9218;269217.0322;292321.4111;342623.6898;394957.3967;445424.4606;502150.0991;488931.7807;459063.0699;387392.4838
REMIND;experiment-1-1;World;95;95;with;rcp60;medium;Consumption;billion US$2010/yr;31279.31261;33298.10445;39117.78795;47492.33815;56407.90894;65062.74168;74154.02607;83239.79313;92466.14185;101190.9792;110300.0003;121561.8977;138047.5587;161735.5111;181391.0127;197667.0929;218315.9125;183527.6785;200151.6131
REMIND;experiment-1-1;World;95;95;with;rcp60;medium;GDP|PPP;billion US$2010/yr;63627.74951;74800.7506;92465.19216;113847.2297;135670.6183;157300.3432;179193.702;200762.5131;222764.7092;244313.1464;266226.1731;288334.816;336022.9245;384857.8293;430799.9634;482268.7287;468534.5516;441705.21;377601.0389
REMIND;experiment-1-1;World;95;95;without;rcp60;medium;Consumption;billion US$2010/yr;31278.33068;33306.07223;39105.3025;47420.39206;56121.31198;64442.34784;73056.4583;81515.74594;90097.17566;97925.4477;105874.0362;115613.6181;129465.8594;148501.5744;162391.3803;171529.9058;182509.0541;143889.4918;135994.6945
REMIND;experiment-1-1;World;95;95;without;rcp60;medium;GDP|PPP;billion US$2010/yr;63627.74951;74793.04146;92459.01898;113885.8836;135363.9461;156372.6979;177537.7618;198293.9221;219112.2761;239021.886;259035.745;278886.849;320874.6293;361765.5771;397568.5622;436835.1556;414907.4827;360180.3725;275667.8828
REMIND;experiment-1-1;World;NA;NA;NA;rcp60;medium;Consumption;billion US$2010/yr;31280.46547;33293.31874;39195.82918;47782.82567;57280.04821;66355.8247;76029.99754;85875.99194;96049.22834;106015.1477;116899.7486;131003.3772;152677.3046;185253.4665;215935.5364;245061.6696;280181.4068;249215.8116;292028.0141
REMIND;experiment-1-1;World;NA;NA;NA;rcp60;medium;GDP|PPP;billion US$2010/yr;63627.74951;74825.78945;92466.64453;113850.6393;136230.3138;158671.3915;181980.2903;205427.6716;229755.1468;254716.2062;281158.9309;308457.623;370252.793;439141.0646;511057.871;594660.8297;596238.2598;608900.4224;567859.9584
REMIND;experiment-1-1;R5.2ASIA;5;5;with;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;-0.000451002;-0.000922604;-0.001453997;-0.002004506;-0.002564316;-0.003133512;-0.003664214;-0.00419832;-0.005286725;-0.006380075;-0.007467539;-0.008515274;-0.009647932;-0.011797028;-0.01385995
REMIND;experiment-1-1;R5.2ASIA;5;5;with;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;-2.91E-05;-5.81E-05;-0.000124075;-0.000183892;-0.000227241;-0.000251661;-0.000213005;-0.000157093;8.91E-06;0.000274933;0.000648097;0.001162165;0.001588087;0.002646797;0.003875754
REMIND;experiment-1-1;R5.2ASIA;5;5;with;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.00042188;0.000864483;0.001329922;0.001820615;0.002337075;0.00288185;0.003451209;0.004041227;0.005295635;0.006655009;0.008115636;0.009677439;0.011236019;0.014443825;0.017735704
REMIND;experiment-1-1;R5.2ASIA;5;5;without;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;-0.000450901;-0.000922093;-0.001453001;-0.002002522;-0.00256182;-0.003130178;-0.003659441;-0.00419044;-0.005274484;-0.006363126;-0.007444077;-0.008485674;-0.009611053;-0.011751324;-0.013823311
REMIND;experiment-1-1;R5.2ASIA;5;5;without;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.001133475;0.002353307;0.003598433;0.004916471;0.006305213;0.007756216;0.009309482;0.010932463;0.014390712;0.018246465;0.0225636;0.027514676;0.033408537;0.047109692;0.062887338
REMIND;experiment-1-1;R5.2ASIA;5;5;without;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.001584376;0.0032754;0.005051434;0.006918993;0.008867033;0.010886394;0.012968923;0.015122903;0.019665195;0.02460959;0.030007678;0.036000351;0.043019589;0.058861017;0.076710648
REMIND;experiment-1-1;R5.2ASIA;50;50;with;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.002465638;0.005208979;0.008654307;0.012606736;0.017090214;0.022233399;0.027683206;0.033579286;0.04682909;0.061741358;0.07793563;0.094473099;0.108806373;0.134835059;0.158875401
REMIND;experiment-1-1;R5.2ASIA;50;50;with;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.003181007;0.006675035;0.010910153;0.01570174;0.021080947;0.027179316;0.03363631;0.040581382;0.056090522;0.073488857;0.092398713;0.1118653;0.129010349;0.160760489;0.190641767
REMIND;experiment-1-1;R5.2ASIA;50;50;with;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.000715369;0.001466056;0.002255846;0.003095005;0.003990733;0.004945917;0.005953104;0.007002096;0.009261431;0.011747499;0.014463083;0.017392201;0.020203976;0.02592543;0.031766367
REMIND;experiment-1-1;R5.2ASIA;50;50;without;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.002466604;0.005210642;0.008648735;0.012596807;0.017080173;0.022205103;0.027624122;0.033482406;0.046593394;0.061325463;0.077281179;0.093436096;0.107373722;0.132902181;0.156381687
REMIND;experiment-1-1;R5.2ASIA;50;50;without;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.004944366;0.010339203;0.016581435;0.023516621;0.031187511;0.039701798;0.048663807;0.058215673;0.079322183;0.102956022;0.128787248;0.155986608;0.182124956;0.234358403;0.287544008
REMIND;experiment-1-1;R5.2ASIA;50;50;without;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.002477762;0.005128561;0.0079327;0.010919814;0.014107338;0.017496695;0.021039685;0.024733267;0.032728789;0.041630558;0.051506069;0.062550512;0.074751234;0.101456222;0.131162321
REMIND;experiment-1-1;R5.2ASIA;95;95;with;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.004551787;0.009654626;0.016044687;0.02333844;0.031672308;0.041218616;0.051242885;0.062047488;0.086180424;0.113324517;0.142612034;0.172335756;0.197575226;0.241342839;0.279164759
REMIND;experiment-1-1;R5.2ASIA;95;95;with;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.005821428;0.012253364;0.020032844;0.02879187;0.03866496;0.049819657;0.061512335;0.074038813;0.101797314;0.132823955;0.16625798;0.200382555;0.230098958;0.283160882;0.330618413
REMIND;experiment-1-1;R5.2ASIA;95;95;with;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.00126964;0.002598738;0.003988157;0.00545343;0.006992652;0.008601041;0.010269451;0.011991325;0.01561689;0.019499439;0.023645946;0.028046799;0.032523732;0.041818043;0.051453654
REMIND;experiment-1-1;R5.2ASIA;95;95;without;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.004558614;0.009652196;0.016038644;0.02333511;0.031626103;0.041106151;0.051038271;0.061690084;0.08534305;0.11186616;0.140329603;0.168958858;0.193138335;0.23525516;0.270854463
REMIND;experiment-1-1;R5.2ASIA;95;95;without;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.008458398;0.017718052;0.028510044;0.040518925;0.053852421;0.068643795;0.084111185;0.100555485;0.136688165;0.177003305;0.220674506;0.266178976;0.309061571;0.391272734;0.470306032
REMIND;experiment-1-1;R5.2ASIA;95;95;without;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.003899784;0.008065857;0.0124714;0.017183815;0.022226318;0.027537645;0.033072914;0.0388654;0.051345115;0.065137145;0.080344903;0.097220119;0.115923236;0.156017574;0.199451569
REMIND;experiment-1-1;R5.2LAM;5;5;with;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;-0.003564983;-0.007625326;-0.01268216;-0.018449114;-0.024851394;-0.031942298;-0.03906989;-0.046575495;-0.062862454;-0.080398545;-0.098760702;-0.117295965;-0.136103885;-0.172308442;-0.207561076
REMIND;experiment-1-1;R5.2LAM;5;5;with;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;-0.003392963;-0.007271589;-0.012136332;-0.017699859;-0.023887375;-0.030752243;-0.037643092;-0.044902331;-0.060669417;-0.077652245;-0.095431804;-0.113359577;-0.131538885;-0.166438353;-0.200337714
REMIND;experiment-1-1;R5.2LAM;5;5;with;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.00017202;0.000353737;0.000545828;0.000749255;0.000964019;0.001190055;0.001426798;0.001673165;0.002193036;0.0027463;0.003328899;0.003936388;0.004565;0.005870089;0.007223362
REMIND;experiment-1-1;R5.2LAM;5;5;without;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;-0.003564209;-0.00762199;-0.012673035;-0.018429649;-0.024823135;-0.031892811;-0.038998221;-0.04646531;-0.062634429;-0.080010773;-0.098165527;-0.116468559;-0.135020044;-0.170651199;-0.205222086
REMIND;experiment-1-1;R5.2LAM;5;5;without;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;-0.003006963;-0.006459847;-0.010853343;-0.01589334;-0.021507628;-0.027732114;-0.033924744;-0.040412036;-0.054413836;-0.06933513;-0.084739345;-0.099993888;-0.115196944;-0.143246898;-0.169060893
REMIND;experiment-1-1;R5.2LAM;5;5;without;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.000557246;0.001162143;0.001819692;0.002536309;0.003315507;0.004160697;0.005073477;0.006053273;0.008220593;0.010675643;0.013426182;0.016474671;0.019823101;0.027404301;0.036161193
REMIND;experiment-1-1;R5.2LAM;50;50;with;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.001638394;0.003507263;0.005832088;0.008475627;0.011428548;0.014682751;0.017928254;0.021327152;0.028654471;0.03652107;0.044709518;0.052914983;0.061187199;0.076911225;0.091905015
REMIND;experiment-1-1;R5.2LAM;50;50;with;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.001942385;0.004132384;0.006796686;0.009799692;0.013132101;0.016785756;0.020449509;0.024283394;0.032527515;0.041368248;0.050581017;0.059852958;0.069227025;0.087233261;0.104585127
REMIND;experiment-1-1;R5.2LAM;50;50;with;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.000303991;0.000625121;0.000964599;0.001324066;0.001703554;0.002103005;0.002521255;0.002956242;0.003873043;0.004847178;0.005871498;0.006937976;0.008039826;0.010322036;0.012680112
REMIND;experiment-1-1;R5.2LAM;50;50;without;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.001638596;0.003508193;0.005833628;0.008473673;0.011411408;0.014651135;0.017878917;0.02123692;0.02845012;0.03617619;0.044188669;0.052185019;0.060197751;0.075353005;0.089645579
REMIND;experiment-1-1;R5.2LAM;50;50;without;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.002775173;0.005878586;0.009545385;0.013647212;0.018174132;0.023137481;0.028226014;0.033579732;0.045199602;0.057905438;0.071484604;0.085635847;0.100391138;0.130747883;0.162490731
REMIND;experiment-1-1;R5.2LAM;50;50;without;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.001136576;0.002370393;0.003711756;0.00517354;0.006762725;0.008486346;0.010347097;0.012342812;0.016749482;0.021729248;0.027295934;0.033450827;0.040193386;0.055394877;0.072845152
REMIND;experiment-1-1;R5.2LAM;95;95;with;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.00352603;0.007558101;0.012576269;0.018275931;0.024633857;0.031596522;0.038512829;0.045747712;0.061186891;0.077762196;0.094942874;0.111978326;0.128978055;0.160929836;0.190827402
REMIND;experiment-1-1;R5.2LAM;95;95;with;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.004086182;0.008710058;0.01435398;0.02071637;0.027773974;0.035473014;0.04316;0.05119601;0.068321971;0.086686907;0.105747367;0.124737364;0.143753213;0.179870431;0.214056868
REMIND;experiment-1-1;R5.2LAM;95;95;with;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.000560152;0.001151957;0.001777711;0.00244044;0.003140117;0.003876491;0.004647171;0.005448298;0.00713508;0.008924711;0.010804493;0.012759038;0.014775158;0.018940595;0.023229466
REMIND;experiment-1-1;R5.2LAM;95;95;without;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.003531289;0.007570506;0.012583575;0.018252288;0.024576853;0.031503171;0.038324244;0.045388012;0.060406546;0.076447831;0.092958232;0.109222268;0.125378329;0.155491156;0.183014538
REMIND;experiment-1-1;R5.2LAM;95;95;without;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.005319356;0.011300006;0.018424219;0.02639356;0.035219011;0.044857514;0.054604624;0.064803564;0.086732279;0.110562965;0.135761326;0.161606811;0.188230428;0.241846361;0.296186426
REMIND;experiment-1-1;R5.2LAM;95;95;without;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.001788067;0.003729499;0.005840644;0.008141272;0.010642157;0.013354342;0.01628038;0.019415552;0.026325733;0.034115134;0.042803095;0.052384544;0.062852099;0.086355205;0.113171888
REMIND;experiment-1-1;R5.2MAF;5;5;with;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.000615251;0.001419345;0.002553412;0.004033384;0.005917065;0.008312811;0.011109348;0.014349744;0.021996011;0.031056572;0.041361309;0.052015611;0.060818304;0.077084094;0.092942713
REMIND;experiment-1-1;R5.2MAF;5;5;with;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.000863926;0.001908078;0.003268163;0.004952149;0.007007602;0.009529166;0.012396463;0.015661097;0.023260095;0.032145801;0.042147123;0.052469886;0.061292986;0.07773494;0.093780178
REMIND;experiment-1-1;R5.2MAF;5;5;with;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.000248675;0.000488733;0.000714751;0.000918765;0.001090537;0.001216355;0.001287114;0.001311353;0.001264083;0.001089229;0.000785813;0.000454275;0.000474683;0.000650846;0.000837465
REMIND;experiment-1-1;R5.2MAF;5;5;without;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.000615344;0.001419899;0.00255468;0.004035819;0.0059249;0.008325336;0.011110785;0.014264275;0.02199633;0.031083326;0.041369988;0.051938581;0.060666858;0.077280236;0.093739755
REMIND;experiment-1-1;R5.2MAF;5;5;without;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.001462972;0.003185177;0.005296336;0.007789464;0.010687588;0.014037362;0.017678169;0.021663618;0.030727436;0.040988418;0.052176107;0.063899204;0.076418696;0.103007897;0.132029064
REMIND;experiment-1-1;R5.2MAF;5;5;without;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.000847628;0.001765278;0.002741656;0.003753645;0.004762689;0.005712026;0.006567384;0.007399343;0.008731106;0.009905092;0.010806119;0.011960623;0.015751837;0.025727661;0.038289308
REMIND;experiment-1-1;R5.2MAF;50;50;with;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.002408544;0.005250491;0.008913742;0.013271672;0.018394861;0.024392445;0.030808669;0.037812173;0.05388654;0.072055498;0.091902846;0.11213336;0.130151722;0.163536582;0.195325262
REMIND;experiment-1-1;R5.2MAF;50;50;with;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.003002742;0.006439154;0.010690303;0.015619268;0.021282754;0.027768406;0.034610438;0.041999158;0.058684784;0.077337945;0.097532482;0.118098451;0.136992513;0.1723956;0.20628597
REMIND;experiment-1-1;R5.2MAF;50;50;with;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.000594198;0.001188663;0.001776561;0.002347597;0.002887893;0.003375961;0.003801769;0.004186985;0.004798245;0.005282448;0.005629636;0.005965091;0.006840791;0.008859018;0.010960709
REMIND;experiment-1-1;R5.2MAF;50;50;without;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.002409297;0.005253533;0.008920534;0.013278797;0.018387545;0.02437419;0.030767355;0.03764434;0.053657929;0.071701482;0.091366359;0.111222142;0.128830811;0.162632961;0.1955313
REMIND;experiment-1-1;R5.2MAF;50;50;without;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.00439836;0.009427654;0.015468757;0.022367347;0.030137079;0.038819129;0.047891723;0.05755939;0.078762705;0.102091636;0.126892632;0.152518413;0.180099298;0.23702594;0.296201281
REMIND;experiment-1-1;R5.2MAF;50;50;without;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.001989063;0.004174121;0.006548222;0.00908855;0.011749534;0.014444938;0.017124368;0.019915049;0.025104776;0.030390154;0.035526273;0.041296271;0.051268487;0.074392979;0.100669981
REMIND;experiment-1-1;R5.2MAF;95;95;with;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.004473602;0.009644095;0.01616337;0.023716081;0.03235874;0.042143431;0.052258067;0.063092177;0.087225505;0.113985614;0.142631019;0.171397658;0.197845178;0.246621633;0.292121108
REMIND;experiment-1-1;R5.2MAF;95;95;with;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.005392366;0.011500491;0.018971469;0.027481571;0.037072486;0.047774349;0.058766752;0.070459477;0.096186645;0.124482057;0.15458545;0.184844386;0.213346153;0.266585391;0.316712043
REMIND;experiment-1-1;R5.2MAF;95;95;with;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.000918764;0.001856396;0.002808099;0.00376549;0.004713746;0.005630918;0.006508685;0.0073673;0.008961141;0.010496443;0.011954431;0.013446729;0.015500974;0.019963758;0.024590935
REMIND;experiment-1-1;R5.2MAF;95;95;without;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.004480635;0.009661381;0.016178239;0.023700999;0.032315103;0.042070032;0.052064848;0.062579869;0.086324208;0.112479071;0.140397021;0.168212866;0.193695013;0.242609295;0.289543481
REMIND;experiment-1-1;R5.2MAF;95;95;without;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.00754791;0.016112452;0.026328442;0.037841996;0.050681448;0.064787513;0.079209587;0.094425367;0.126980742;0.162333893;0.199306076;0.236989996;0.277798503;0.359431327;0.439178155
REMIND;experiment-1-1;R5.2MAF;95;95;without;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.003067275;0.006451071;0.010150203;0.014140997;0.018366345;0.022717481;0.027144739;0.031845497;0.040656535;0.049854822;0.058909056;0.068777129;0.084103491;0.116822032;0.149634673
REMIND;experiment-1-1;R5.2OECD;5;5;with;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.000355698;0.000766201;0.001281019;0.001868095;0.002519152;0.003238693;0.003958279;0.004711567;0.006348709;0.008095032;0.009906196;0.011717928;0.013633177;0.01738478;0.021067022
REMIND;experiment-1-1;R5.2OECD;5;5;with;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.000450443;0.000961449;0.00158175;0.002279125;0.003045328;0.003885846;0.004731662;0.005614345;0.007522964;0.009557142;0.011660957;0.013770668;0.016010999;0.020438543;0.024826779
REMIND;experiment-1-1;R5.2OECD;5;5;with;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;9.47E-05;0.000195248;0.000300731;0.00041103;0.000526175;0.000647153;0.000773383;0.000902777;0.001174255;0.00146211;0.001754761;0.002052741;0.002377822;0.003053763;0.003759757
REMIND;experiment-1-1;R5.2OECD;5;5;without;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.000355611;0.000765857;0.001280081;0.001866114;0.002516155;0.003233371;0.003950531;0.004700073;0.006323836;0.00805354;0.009849066;0.011640967;0.01353032;0.017232948;0.020863195
REMIND;experiment-1-1;R5.2OECD;5;5;without;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.000888641;0.00193759;0.003205004;0.00467227;0.006345306;0.008245316;0.010314048;0.012584993;0.017842028;0.024080595;0.03129276;0.03934527;0.048653107;0.070259635;0.096259233
REMIND;experiment-1-1;R5.2OECD;5;5;without;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.00053303;0.001171733;0.001924923;0.002806156;0.003829151;0.005011945;0.006363516;0.00788492;0.011518191;0.016027055;0.021443693;0.027704303;0.035122788;0.053026687;0.075396038
REMIND;experiment-1-1;R5.2OECD;50;50;with;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.001015437;0.002192314;0.00367404;0.005373085;0.007284178;0.009402514;0.011523211;0.013749652;0.018570457;0.023774638;0.029205702;0.034670138;0.040252086;0.050946964;0.061156411
REMIND;experiment-1-1;R5.2OECD;50;50;with;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.001307695;0.002792814;0.00459715;0.00663269;0.00889549;0.011382981;0.013887774;0.016508313;0.022148789;0.028214056;0.034548634;0.04093539;0.047488128;0.060230165;0.072581704
REMIND;experiment-1-1;R5.2OECD;50;50;with;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.000292258;0.0006005;0.00092311;0.001259605;0.001611311;0.001980467;0.002364562;0.002758662;0.003578332;0.004439418;0.005342932;0.006265252;0.007236042;0.009283201;0.011425292
REMIND;experiment-1-1;R5.2OECD;50;50;without;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.001015521;0.002192786;0.003674542;0.005370759;0.007271108;0.009377809;0.011484139;0.013682222;0.018423592;0.023528141;0.028843106;0.034169447;0.039573278;0.049853896;0.059550372
REMIND;experiment-1-1;R5.2OECD;50;50;without;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.002956028;0.00628051;0.01013102;0.014444376;0.019264432;0.024639647;0.03037909;0.036570595;0.050471952;0.066475952;0.084633372;0.104665147;0.127246857;0.177781891;0.23601205
REMIND;experiment-1-1;R5.2OECD;50;50;without;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.001940507;0.004087724;0.006456478;0.009073617;0.011993324;0.015261838;0.018894951;0.022888373;0.032048359;0.042947811;0.055790267;0.0704957;0.08767358;0.127927994;0.176461678
REMIND;experiment-1-1;R5.2OECD;95;95;with;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.002154959;0.004660029;0.007822695;0.011458494;0.015555134;0.020080435;0.024610987;0.029381091;0.039658655;0.05078185;0.062355595;0.073968599;0.085610365;0.107488429;0.127836503
REMIND;experiment-1-1;R5.2OECD;95;95;with;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.002715245;0.005808841;0.009590063;0.013877513;0.018660395;0.023907842;0.029194282;0.034748411;0.046678577;0.059550868;0.07295839;0.086486748;0.100105818;0.126058443;0.150587949
REMIND;experiment-1-1;R5.2OECD;95;95;with;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.000560286;0.001148813;0.001767367;0.002419019;0.003105261;0.003827407;0.004583295;0.00536732;0.007019922;0.008769018;0.010602795;0.012518149;0.014495453;0.018570014;0.022751446
REMIND;experiment-1-1;R5.2OECD;95;95;without;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.002158266;0.004667718;0.007826353;0.011440022;0.015511052;0.020006705;0.024469778;0.029125415;0.039120438;0.049859155;0.060967238;0.072069651;0.083141817;0.103700667;0.122325771
REMIND;experiment-1-1;R5.2OECD;95;95;without;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.005980511;0.012652748;0.020355029;0.028948687;0.038514441;0.049101073;0.060292607;0.072297032;0.098865123;0.128935367;0.162566716;0.199241828;0.239640144;0.326215293;0.420757211
REMIND;experiment-1-1;R5.2OECD;95;95;without;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.003822246;0.00798503;0.012528676;0.017508664;0.02300339;0.029094368;0.035822829;0.043171616;0.059744684;0.079076211;0.101599478;0.127172177;0.156498327;0.222514626;0.29843144
REMIND;experiment-1-1;R5.2REF;5;5;with;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.000129915;0.00027166;0.000441199;0.000627351;0.00082713;0.001041822;0.00125209;0.001468642;0.00192516;0.00240119;0.002886861;0.003366871;0.00384555;0.004748422;0.005609423
REMIND;experiment-1-1;R5.2REF;5;5;with;rcp60;medium;Damage Cost|Percentage of GDP;Relative (between 0 and 1);0;0;0;0;0.00025235;0.000523431;0.00082969;0.001160631;0.001513268;0.001888841;0.002267609;0.002659511;0.003486047;0.004355861;0.005256194;0.006168584;0.007094676;0.008926441;0.01075063
REMIND;experiment-1-1;R5.2REF;5;5;with;rcp60;medium;Damage Cost|SLR|Percentage of GDP;Relative (between 0 and 1);NA;NA;NA;0;0.000122435;0.000251772;0.000388491;0.00053328;0.000686138;0.000847018;0.001015519;0.00119087;0.001560887;0.001954671;0.002369334;0.002801713;0.003249125;0.004178019;0.005141207
REMIND;experiment-1-1;R5.2REF;5;5;without;rcp60;medium;Damage Cost|Non-SLR|Percentage of GDP;Relative (between 0 and 1);NA;0;0;0;0.000129888;0.000271547;0.0004409;0.000626735;0.000826264;0.001040347;0.001250002;0.001465497;0.001918878;0.002390808;0.002871293;0.003345635;0.00381817;0.00470755;0.005552763
