"Model";"Scenario";"Region";"Damage quantile";"SLR quantile";"SLR adaptation";"Target";"Discounting";"Variable";"Unit";"2005";"2010";"2015";"2020";"2025";"2030";"2035";"2040";"2045";"2050";"2055";"2060";"2070";"2080";"2090";"2100";"2110";"2130";"2150"
"REMIND";"experiment-1-1";"R5.2REF";"50";"50";"with";"rcp60";"high";"Consumption";"billion US$2010/yr";630.340557040003;657.219299759713;914.684503119684;1023.28720830468;1178.29937283086;1316.28114693036;1474.80298735943;1636.12485103001;1812.50151289739;1968.58837976946;2142.03682560023;2418.05950806703;2735.88688153819;3444.5638166528;3971.6437451516;4476.32327080479;5206.1884971644;4139.42234486013;4902.35977988503
"REMIND";"experiment-1-1";"R5.2REF";"50";"50";"with";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";2615.69812161492;3061.23226124784;3811.64843061495;4699.14158503185;5606.63211979;6569.00688637936;7514.14988762223;8357.42038684021;9102.76969578769;9770.54563825197;10449.8721595012;11193.3252230856;12865.2867943955;14416.1847084532;15532.5659893767;16943.0864209288;16680.9481928634;17014.3656657222;15437.3282400687
"REMIND";"experiment-1-1";"R5.2REF";"50";"50";"without";"rcp60";"high";"Consumption";"billion US$2010/yr";630.349924998285;659.776528201173;924.00159029582;1045.05271855381;1201.10361604575;1336.74475119924;1493.29084691031;1644.12569372739;1814.99180170347;1965.55538451187;2131.92834081958;2395.37460135412;2689.49667780442;3336.19073061477;3762.45231003523;4104.50758460616;4643.50276732362;3550.13482454304;4027.20361206589
"REMIND";"experiment-1-1";"R5.2REF";"50";"50";"without";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";2615.69812161492;3058.11548065303;3803.55242380213;4695.5178980566;5607.35791442837;6569.06634556241;7515.05993427628;8355.19701476708;9089.86129855178;9743.06461796519;10408.3849398495;11139.0305013285;12769.3703856442;14278.0825415503;15368.1916758977;16668.394418377;16314.6881276319;16285.2555089227;14411.6641361493
"REMIND";"experiment-1-1";"R5.2REF";"95";"95";"with";"rcp60";"high";"Consumption";"billion US$2010/yr";630.33976271665;659.831026479058;923.929062362024;1045.04941460843;1196.72040477619;1331.10511091283;1486.88592109406;1637.47130783114;1798.58226859189;1942.44587914939;2097.73328974541;2349.18560241923;2609.60709589665;3197.70186477439;3610.64793599062;3907.48708083914;4433.1634603122;3412.57324980606;3919.51759527922
"REMIND";"experiment-1-1";"R5.2REF";"95";"95";"with";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";2615.69812161492;3057.80571609377;3803.1172501526;4697.300415181;5602.56880235478;6550.92222641612;7480.83964722091;8305.61094063403;9021.2218918477;9645.99513160191;10282.6174400201;10988.3201287906;12543.6672948956;13922.1386876841;14955.0622959069;16190.3472358101;15784.9398041628;15804.1127966938;14076.7084048148
"REMIND";"experiment-1-1";"R5.2REF";"95";"95";"without";"rcp60";"high";"Consumption";"billion US$2010/yr";630.337943963538;662.183435373192;933.979445440265;1078.51736429329;1229.45407546699;1363.46856106648;1510.22963201005;1654.03164430321;1798.6036561742;1931.5947268803;2074.59991620301;2300.95343989836;2518.184152518;3003.16815072288;3314.15160307096;3510.32830533064;3807.67925541833;2837.09320848586;3030.28348779304
"REMIND";"experiment-1-1";"R5.2REF";"95";"95";"without";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";2615.69812161492;3055.98210777027;3789.99729292402;4691.83706113772;5602.47247701496;6548.76989975261;7474.65772639943;8294.57708967254;9000.05154011586;9601.17229489036;10216.7636335119;10903.9477153644;12392.1769188306;13640.8249615145;14509.4175696142;15590.3994856487;15056.4320523448;14544.0741654991;12433.9989554055
"REMIND";"experiment-1-1";"R5.2REF";"NA";"NA";"NA";"rcp60";"high";"Consumption";"billion US$2010/yr";630.342582592038;646.023152024585;914.107129758464;1021.4974614635;1185.9212684283;1329.43123644428;1493.74853393745;1651.67285278731;1825.78555776122;1986.04790423967;2167.59874346291;2496.50202577192;2846.78056479304;3670.10145108859;4399.05545058638;5096.4077260122;5909.331566509;5050.28595431822;6079.80705022718
"REMIND";"experiment-1-1";"R5.2REF";"NA";"NA";"NA";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";2615.69812161492;3068.43615168421;3812.11395137444;4701.13674982893;5608.99858791846;6579.23321586509;7544.16228801186;8422.81020168447;9207.21287382121;9898.39203633944;10591.0153383015;11313.3832312788;13058.6272205873;14698.4688386674;16036.3294696053;17677.3988376163;17437.6786643758;18113.0213196388;16817.5597960024
"REMIND";"experiment-1-1";"World";"5";"5";"with";"rcp60";"high";"Consumption";"billion US$2010/yr";31270.9146487739;33452.0621949139;39031.1453322591;47667.3154743424;57194.9299978495;66190.7177871921;75823.7420751266;85618.674426592;95514.7342782245;105477.66439602;116373.616219896;132577.458459032;150439.601422284;185442.30257684;214484.98843883;242614.535990489;279488.125692518;240084.346419201;286194.432958339
"REMIND";"experiment-1-1";"World";"5";"5";"with";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";63627.7495090037;74759.2642679164;92271.6521799311;113910.800432002;136258.167808231;158637.617163049;182062.256964172;205542.854308194;230355.29108051;256056.932136853;283014.262675055;309384.624517085;371438.329644724;440564.449832271;509471.715352704;589948.163564623;587042.983872002;603816.284803372;564123.205262642
"REMIND";"experiment-1-1";"World";"5";"5";"without";"rcp60";"high";"Consumption";"billion US$2010/yr";31270.4776858354;33451.1771353171;39028.3215005356;47655.4509170834;57127.3863851548;66042.2514798052;75576.4441457105;85217.5136013444;94939.6344357918;104667.902028542;115238.519255607;130938.187867752;148134.613194101;181533.25983004;208862.164989481;234844.477722336;268944.297125198;226427.967252989;264101.971666568
"REMIND";"experiment-1-1";"World";"5";"5";"without";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";63627.7495090037;74755.1559133058;92265.1161766892;113917.348830426;136176.64874618;158406.499060393;181583.989689183;204745.98918589;229148.2071362;254324.541912936;280672.017225366;306452.441548896;366511.178982097;432955.245919485;498762.136354953;575432.827200737;569590.927574385;576094.162179101;527395.861938228
"REMIND";"experiment-1-1";"World";"50";"50";"with";"rcp60";"high";"Consumption";"billion US$2010/yr";31273.0213795566;33456.2717048719;39027.9830123644;47634.1988486544;57029.2897506891;65767.9128488206;75075.7171132541;84405.8560919159;93701.4348743903;102862.000719234;112691.797991313;127334.582583793;142703.56153197;172475.156367582;195391.360126309;216811.065386939;245876.779329387;204348.854680274;235823.078072146
"REMIND";"experiment-1-1";"World";"50";"50";"with";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";63627.7495090037;74752.072103012;92291.0089908608;113933.274349721;135961.892459051;157835.726954786;180477.936683231;202787.484141834;225982.193467886;249557.750903093;274023.637441508;297585.374894245;351146.603328398;408030.688558861;461804.950745111;524719.344210523;513502.716115439;507413.684201437;453845.521139713
"REMIND";"experiment-1-1";"World";"50";"50";"without";"rcp60";"high";"Consumption";"billion US$2010/yr";31272.1702519143;33455.2126610855;39016.7228687727;47615.7766759618;56883.1248243144;65404.8418747922;74480.1219349563;83494.0508038222;92367.5949523692;100986.570268977;110193.27329011;123763.08651748;137405.799276193;164137.711533641;183343.924941885;200050.281356808;222950.584795914;176799.527306693;191023.904411842
"REMIND";"experiment-1-1";"World";"50";"50";"without";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";63627.7495090037;74752.5083913528;92287.1564259605;113950.789626896;135776.681274211;157353.40272514;179522.160695231;201175.165777113;223548.474727288;246119.032216397;269278.041038974;291290.071387357;341282.009675663;393053.031919808;439930.919950577;494425.957871381;477601.639891263;451030.293588194;381161.983417653
"REMIND";"experiment-1-1";"World";"95";"95";"with";"rcp60";"high";"Consumption";"billion US$2010/yr";31270.8935293375;33461.8320688292;39019.8021955647;47606.4886583818;56857.6101452188;65366.0837651081;74348.5916037878;83245.0501008598;91966.8079500938;100379.861194275;109278.77684659;122487.992990825;135527.607311931;160868.984467103;178840.153159835;194531.296233467;216870.121661203;174785.21036211;194103.597086213
"REMIND";"experiment-1-1";"World";"95";"95";"with";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";63627.7495090037;74753.1018856852;92314.7918721097;113937.093341844;135688.280469635;157129.188966619;179081.012266078;200382.793992781;222242.133308512;244051.223959311;266327.622341637;287334.004668345;333917.145993478;381147.332782139;422811.052379604;471550.217660606;454452.151079888;430605.789695375;368195.066240388
"REMIND";"experiment-1-1";"World";"95";"95";"without";"rcp60";"high";"Consumption";"billion US$2010/yr";31269.5107701451;33456.1083064564;39010.1334362087;47565.0695057671;56587.1364679403;64739.9329670248;73284.6953661649;81617.3702600059;89685.6237277633;97147.8354956885;104984.802850483;116457.027092198;126774.851111041;146942.309139325;159505.638999441;167962.357754443;180863.742612078;133032.090787476;128114.052388621
"REMIND";"experiment-1-1";"World";"95";"95";"without";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";63627.7495090037;74767.0589599015;92312.0305500609;113964.638153775;135383.816333416;156317.040974635;177510.62132467;197780.356674209;218260.938551975;238406.366617475;258663.593939519;277355.531256121;317674.738309985;357213.89805786;388830.203334126;424087.799809234;397719.298018843;344308.849249286;263011.075704526
"REMIND";"experiment-1-1";"World";"NA";"NA";"NA";"rcp60";"high";"Consumption";"billion US$2010/yr";31272.3201137405;33432.7586989676;39078.5319700582;47804.7462323237;57664.8593008723;66644.4041175304;76259.4637204764;85903.3003422901;95623.2843431336;105185.860743407;115879.392627382;131829.628805276;149925.237684855;185268.087643935;215365.728583943;245066.241220336;283442.064148674;244515.527071199;293237.541615727
"REMIND";"experiment-1-1";"World";"NA";"NA";"NA";"rcp60";"high";"GDP|PPP";"billion US$2010/yr";63627.7495090037;74765.4277888061;92240.8609849478;113878.573778622;136240.457906579;158603.738255228;182043.36194913;205439.740396658;229718.756511692;254755.959143855;281381.715863226;307822.891034448;369541.410417477;439594.822990455;511306.960795278;595366.839832529;593798.851245279;613578.469422454;576736.858583617
"REMIND";"experiment-1-1";"R5.2ASIA";"5";"5";"with";"rcp60";"high";"Damage Cost|Non-SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;0;0;0;-0.000446868199649135;-0.000914876057368571;-0.0014433599450658;-0.00200202027008313;-0.00256818243034211;-0.00315451784637955;-0.00370478943258929;-0.0042668554358104;-0.00542206842625398;-0.0066021208376603;-0.00777723179306252;-0.0089053212052387;-0.0101065927993406;-0.012346252691059;-0.0144828634766964
"REMIND";"experiment-1-1";"R5.2ASIA";"5";"5";"with";"rcp60";"high";"Damage Cost|Percentage of GDP";"Relative (between 0 and 1)";0;0;0;0;-2.5532818961864e-05;-5.22067411680298e-05;-0.000116640123402459;-0.000184595313012253;-0.000233314502314892;-0.0002749457734997;-0.000255186078641459;-0.000225432689220619;-0.000117432913792041;8.21772476888986e-05;0.000392630298948416;0.000850268140703364;0.0012386207985138;0.00228069087357308;0.00350031368510456
"REMIND";"experiment-1-1";"R5.2ASIA";"5";"5";"with";"rcp60";"high";"Damage Cost|SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;0;0.000421335380687176;0.000862669316200541;0.00132671982166344;0.00181742495707095;0.0023348679280272;0.00287957207287973;0.00344960335394779;0.00404142274658979;0.00530463551246195;0.00668429808534925;0.00816986209201088;0.00975558934594198;0.0113452135978544;0.0146269435646321;0.017983177161801
"REMIND";"experiment-1-1";"R5.2ASIA";"5";"5";"with";"rcp60";"prtp15";"Damage Cost|Non-SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2ASIA";"5";"5";"with";"rcp60";"prtp15";"Damage Cost|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2ASIA";"5";"5";"with";"rcp60";"prtp15";"Damage Cost|SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2ASIA";"5";"5";"without";"rcp60";"high";"Damage Cost|Non-SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;0;0;0;-0.000446816274704911;-0.000914935691891146;-0.00144370814876291;-0.00200255192346795;-0.00256868583351459;-0.003154088007434;-0.00370301177208962;-0.00426275262350702;-0.00541404674606148;-0.00659072312232015;-0.00776028736309404;-0.00888105590981092;-0.0100796214116754;-0.0123270780478651;-0.0144910993527959
"REMIND";"experiment-1-1";"R5.2ASIA";"5";"5";"without";"rcp60";"high";"Damage Cost|Percentage of GDP";"Relative (between 0 and 1)";0;0;0;0;0.00113596217781723;0.00235333483125352;0.0035948021199681;0.00489897015208391;0.00628438302078698;0.00772770764747585;0.00926070840068852;0.0108609557312382;0.01428553749226;0.0181199783817076;0.0224552838489964;0.0274553671273883;0.0333639637622083;0.0473371759670148;0.0633936373962872
"REMIND";"experiment-1-1";"R5.2ASIA";"5";"5";"without";"rcp60";"high";"Damage Cost|SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;0;0.00158277845252215;0.00326827052314462;0.00503851026873096;0.0069015220755519;0.00885306885430151;0.0108817956549099;0.0129637201727782;0.0151237083547453;0.0196995842383214;0.0247107015040278;0.0302155712120905;0.0363364230371992;0.0434435851738837;0.0596642540148798;0.0778847367490831
"REMIND";"experiment-1-1";"R5.2ASIA";"5";"5";"without";"rcp60";"prtp15";"Damage Cost|Non-SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2ASIA";"5";"5";"without";"rcp60";"prtp15";"Damage Cost|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2ASIA";"5";"5";"without";"rcp60";"prtp15";"Damage Cost|SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2ASIA";"50";"50";"with";"rcp60";"high";"Damage Cost|Non-SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;0;0;0;0.00244747952999374;0.00516990745374961;0.00858056902532048;0.0126012679127038;0.0171362637085561;0.0223789231287061;0.0279910473708984;0.034143273263357;0.048254584356401;0.0643198572251047;0.0815798575611861;0.0988995488238669;0.113909616690228;0.140631180996068;0.165050687799986
"REMIND";"experiment-1-1";"R5.2ASIA";"50";"50";"with";"rcp60";"high";"Damage Cost|Percentage of GDP";"Relative (between 0 and 1)";0;0;0;0;0.0031615739841613;0.00663212890788669;0.0108333391901666;0.0156957043410177;0.0211263268205544;0.0273217579352729;0.0339424983305795;0.0411484685525575;0.0575233424790604;0.0761123325663826;0.0961655035641557;0.116475073217754;0.134346747963792;0.166918458849793;0.197293333029716
"REMIND";"experiment-1-1";"R5.2ASIA";"50";"50";"with";"rcp60";"high";"Damage Cost|SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;0;0.000714094454167528;0.0014622214541371;0.00225277016484612;0.00309443642831395;0.00399006311199827;0.00494283480656675;0.00595145095968117;0.00700519528920045;0.00926875812265934;0.011792475341278;0.0145856460029696;0.0175755243938872;0.0204371312735634;0.0262872778537254;0.0322426452297298
"REMIND";"experiment-1-1";"R5.2ASIA";"50";"50";"with";"rcp60";"prtp15";"Damage Cost|Non-SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2ASIA";"50";"50";"with";"rcp60";"prtp15";"Damage Cost|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2ASIA";"50";"50";"with";"rcp60";"prtp15";"Damage Cost|SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2ASIA";"50";"50";"without";"rcp60";"high";"Damage Cost|Non-SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;0;0;0;0.00244643957791;0.00517146092094783;0.00858510521787623;0.0126072089712942;0.0171472731801049;0.0223789040041994;0.0279708125672928;0.0340916187735803;0.0481122794815638;0.0639961992894082;0.0810151129211749;0.0980328991428965;0.112673227855119;0.138817894415884;0.162589159370754
"REMIND";"experiment-1-1";"R5.2ASIA";"50";"50";"without";"rcp60";"high";"Damage Cost|Percentage of GDP";"Relative (between 0 and 1)";0;0;0;0;0.00491969558784183;0.0102871432637179;0.0165089628484456;0.0235255484604737;0.0312520819784712;0.0398619172563656;0.0489991969566524;0.0588428947508482;0.0808828613796407;0.105800060789698;0.132981080641688;0.161328551238382;0.188406741298448;0.241847699783425;0.295944646558192
"REMIND";"experiment-1-1";"R5.2ASIA";"50";"50";"without";"rcp60";"high";"Damage Cost|SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;0;0.00247325600993181;0.00511568234277008;0.00792385763056933;0.0109183394891795;0.0141048087983663;0.0174830132521663;0.0210283843893596;0.024751275977268;0.032770581898077;0.0418038615002898;0.051965967720513;0.0632956520954854;0.0757335134433282;0.103029805367541;0.133355487187438
"REMIND";"experiment-1-1";"R5.2ASIA";"50";"50";"without";"rcp60";"prtp15";"Damage Cost|Non-SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2ASIA";"50";"50";"without";"rcp60";"prtp15";"Damage Cost|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2ASIA";"50";"50";"without";"rcp60";"prtp15";"Damage Cost|SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2ASIA";"95";"95";"with";"rcp60";"high";"Damage Cost|Non-SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;0;0;0;0.00451931176553268;0.00955494402641998;0.0158750252984228;0.0233193887481972;0.031694995834945;0.0413493742869504;0.0516597858195814;0.0628989963755037;0.0885538226829289;0.117614490105323;0.148579235050467;0.179477455150828;0.205486039201537;0.249042193033539;0.286100901376182
"REMIND";"experiment-1-1";"R5.2ASIA";"95";"95";"with";"rcp60";"high";"Damage Cost|Percentage of GDP";"Relative (between 0 and 1)";0;0;0;0;0.00578664805843943;0.0121510651150237;0.0198623452345304;0.0287701530006639;0.0386836018793595;0.0499484596106891;0.0619328524777293;0.0749040242891168;0.10420492318293;0.137207054497338;0.172424536230449;0.207827334224928;0.238406192343865;0.291506354246615;0.338427529843474
"REMIND";"experiment-1-1";"R5.2ASIA";"95";"95";"with";"rcp60";"high";"Damage Cost|SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;0;0.00126733629290679;0.00259612108860371;0.00398731993610754;0.0054507642524667;0.00698860604441445;0.00859908532373869;0.0102730666581479;0.012005027913613;0.0156511005000015;0.0195925643920153;0.0238453011799827;0.0283498790740999;0.0329201531423275;0.0424641612130767;0.0523266284672914
"REMIND";"experiment-1-1";"R5.2ASIA";"95";"95";"with";"rcp60";"prtp15";"Damage Cost|Non-SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2ASIA";"95";"95";"with";"rcp60";"prtp15";"Damage Cost|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2ASIA";"95";"95";"with";"rcp60";"prtp15";"Damage Cost|SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2ASIA";"95";"95";"without";"rcp60";"high";"Damage Cost|Non-SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;0;0;0;0.00452208284024143;0.00956572440211785;0.0159054380670468;0.0233690401792915;0.0317569942111151;0.0413696827124722;0.051608714582947;0.0627540372340376;0.0880753611982978;0.116571891269086;0.146740073312174;0.17664920980397;0.201679589895359;0.243459984926799;0.278013883097589
"REMIND";"experiment-1-1";"R5.2ASIA";"95";"95";"without";"rcp60";"high";"Damage Cost|Percentage of GDP";"Relative (between 0 and 1)";0;0;0;0;0.00841382640197089;0.0176207128387591;0.0283793436447395;0.0405526239261298;0.0539554835885855;0.0688815112888911;0.0846895647929223;0.101676621006579;0.139538391318736;0.18204400812436;0.227841138359422;0.275038332464518;0.31910906946466;0.401365800875629;0.479502662165176
"REMIND";"experiment-1-1";"R5.2ASIA";"95";"95";"without";"rcp60";"high";"Damage Cost|SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;0;0.0038917435617294;0.00805498843664131;0.0124739055776926;0.0171835837468384;0.0221984893774703;0.0275118285764189;0.0330808502099753;0.0389225837725415;0.0514630301204382;0.0654721168552741;0.081101065047248;0.0983891226605483;0.117429479569301;0.15790581594883;0.201488779067587
"REMIND";"experiment-1-1";"R5.2ASIA";"95";"95";"without";"rcp60";"prtp15";"Damage Cost|Non-SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2ASIA";"95";"95";"without";"rcp60";"prtp15";"Damage Cost|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2ASIA";"95";"95";"without";"rcp60";"prtp15";"Damage Cost|SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2LAM";"5";"5";"with";"rcp60";"high";"Damage Cost|Non-SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;0;0;0;-0.00352597518178971;-0.00754494520569574;-0.0125573550527097;-0.018405717649965;-0.0248874343135898;-0.0321786060857553;-0.0395657968910272;-0.0474520187104471;-0.0647654873427437;-0.0837978584883208;-0.103683617224646;-0.123559265582865;-0.143631988552369;-0.181756685090866;-0.218481251244306
"REMIND";"experiment-1-1";"R5.2LAM";"5";"5";"with";"rcp60";"high";"Damage Cost|Percentage of GDP";"Relative (between 0 and 1)";0;0;0;0;-0.00335417813592942;-0.0071917525262597;-0.0120124843607528;-0.0176577828695421;-0.0239248568009161;-0.0309898481160014;-0.0381397206562304;-0.0457784967904002;-0.0625680775451993;-0.0810403393897177;-0.100333717346732;-0.119590125633193;-0.139021177596732;-0.175812718288687;-0.211155595851274
"REMIND";"experiment-1-1";"R5.2LAM";"5";"5";"with";"rcp60";"high";"Damage Cost|SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;0;0.000171797045860335;0.000353192679435942;0.000544870691957037;0.000747934780422863;0.000962577512673723;0.00118875796975375;0.00142607623479688;0.00167352192004671;0.00219740979754426;0.0027575190986032;0.00334989987791435;0.00396913994967189;0.00461081095563697;0.00594396680217889;0.00732565539303219
"REMIND";"experiment-1-1";"R5.2LAM";"5";"5";"with";"rcp60";"prtp15";"Damage Cost|Non-SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2LAM";"5";"5";"with";"rcp60";"prtp15";"Damage Cost|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2LAM";"5";"5";"with";"rcp60";"prtp15";"Damage Cost|SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2LAM";"5";"5";"without";"rcp60";"high";"Damage Cost|Non-SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;0;0;0;-0.00352530259239018;-0.00754503174880617;-0.0125613922925003;-0.0184124435462974;-0.0248921754857026;-0.0321663975292;-0.0395293512062614;-0.0473818249219421;-0.0645900804452386;-0.083460273141228;-0.10313196077873;-0.122760053928505;-0.142545948424407;-0.180045379931678;-0.2159977203913
"REMIND";"experiment-1-1";"R5.2LAM";"5";"5";"without";"rcp60";"high";"Damage Cost|Percentage of GDP";"Relative (between 0 and 1)";0;0;0;0;-0.0029687722232552;-0.00638468703308326;-0.0107449109757547;-0.0158805573040199;-0.0215814244132586;-0.0280097783790176;-0.0344575597544376;-0.0413256767657872;-0.0563485298575921;-0.0727302494975559;-0.0895995230485387;-0.10611086544529;-0.122465320682424;-0.152179212041552;-0.17912944042381
"REMIND";"experiment-1-1";"R5.2LAM";"5";"5";"without";"rcp60";"high";"Damage Cost|SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;0;0.000556530369135093;0.00116034471572289;0.00181648131674569;0.0025318862422773;0.00331075107244402;0.00415661915018226;0.00507179145182369;0.00605614815615494;0.00824155058764655;0.0107300236436721;0.0135324377301911;0.0166491884832147;0.0200806277419828;0.0278661678901255;0.0368682799674897
"REMIND";"experiment-1-1";"R5.2LAM";"5";"5";"without";"rcp60";"prtp15";"Damage Cost|Non-SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2LAM";"5";"5";"without";"rcp60";"prtp15";"Damage Cost|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2LAM";"5";"5";"without";"rcp60";"prtp15";"Damage Cost|SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"REMIND";"experiment-1-1";"R5.2LAM";"50";"50";"with";"rcp60";"high";"Damage Cost|Non-SLR|Percentage of GDP";"Relative (between 0 and 1)";NA;0;0;0;0.00162506781168753;0.00347920182627649;0.00579129339170856;0.00848460333637575;0.0114626314821286;0.0147979829092189;0.0181670904918386;0.0217569755251687;0.0296002871668409;0.0381458536899567;0.0469813161043951;0.055706893297548;0.0644095623849473;0.0807472305476067;0.0961600350456119
